"8","58","296","0","0"


"9","299","58","0","0"
"10","296","12","0","0"
"11","310","12","0","0"
"12","299","12","0","0"
"13","314","12","0","0"
"14","312","12","0","0"
"15","308","12","0","0"
"16","306","12","0","0"
"17","305","12","0","0"
"10","296","58","0","0"
"11","310","58","0","0"
"12","314","58","0","0"
"13","312","58","0","0"
"14","308","58","0","0"
"15","306","58","0","0"
"16","305","58","0","0"
"17","300","33","0","0"
"18","310","33","0","0"
"19","313","33","0","0"
"20","315","33","0","0"
"21","308","33","0","0"
"22","306","33","0","0"
"23","348","33","0","0"
"24","298","33","0","0"
"25","310","36","0","0"
"26","297","36","0","0"
"27","311","36","0","0"
"28","302","36","0","0"
"29","301","36","0","0"
"30","308","36","0","0"
"31","304","36","0","0"
"32","303","36","0","0"
"33","297","35","0","0"
"34","310","35","0","0"
"35","311","35","0","0"
"36","302","35","0","0"
"37","301","35","0","0"
"38","308","35","0","0"
"39","304","35","0","0"
"40","303","35","0","0"
"41","296","14","0","0"
"42","310","14","0","0"
"43","299","14","0","0"
"44","314","14","0","0"
"45","347","14","0","0"
"46","312","14","0","0"
"47","308","14","0","0"
"48","306","14","0","0"
"49","296","4","0","0"
"50","310","4","0","0"
"51","299","4","0","0"
"52","314","4","0","0"
"53","347","4","0","0"
"54","312","4","0","0"
"55","308","4","0","0"
"56","306","4","0","0"
"57","300","41","0","0"
"58","310","41","0","0"
"59","308","41","0","0"
"60","306","41","0","0"
"61","348","41","0","0"
"62","310","25","0","0"
"63","297","25","0","0"
"64","311","25","0","0"
"65","302","25","0","0"
"66","301","25","0","0"
"67","308","25","0","0"
"68","304","25","0","0"
"69","303","25","0","0"
"70","296","13","0","0"
"71","310","13","0","0"
"72","299","13","0","0"
"73","314","13","0","0"
"74","347","13","0","0"
"75","312","13","0","0"
"76","308","13","0","0"
"77","306","13","0","0"
"78","310","2","0","0"
"79","297","2","0","0"
"80","311","2","0","0"
"81","302","2","0","0"
"82","301","2","0","0"
"83","308","2","0","0"
"84","304","2","0","0"
"85","303","2","0","0"
"86","296","55","0","0"
"87","310","55","0","0"
"88","299","55","0","0"
"89","314","55","0","0"
"90","347","55","0","0"
"91","312","55","0","0"
"92","308","55","0","0"
"93","306","55","0","0"
"94","296","52","0","0"
"95","310","52","0","0"
"96","299","52","0","0"
"97","314","52","0","0"
"98","347","52","0","0"
"99","312","52","0","0"
"100","308","52","0","0"
"101","306","52","0","0"
"102","296","12","0","0"
"103","310","12","0","0"
"104","299","12","0","0"
"105","314","12","0","0"
"106","347","12","0","0"
"107","312","12","0","0"
"108","308","12","0","0"
"109","306","12","0","0"
"110","310","37","0","0"
"111","297","37","0","0"
"112","311","37","0","0"
"113","302","37","0","0"
"114","301","37","0","0"
"115","308","37","0","0"
"116","304","37","0","0"
"117","303","37","0","0"
"118","310","34","0","0"
"119","297","34","0","0"
"120","311","34","0","0"
"121","302","34","0","0"
"122","301","34","0","0"
"123","308","34","0","0"
"124","304","34","0","0"
"125","303","34","0","0"
"126","296","17","0","0"
"127","310","17","0","0"
"128","299","17","0","0"
"129","314","17","0","0"
"130","347","17","0","0"
"131","312","17","0","0"
"132","308","17","0","0"
"133","306","17","0","0"
"134","296","18","0","0"
"135","310","18","0","0"
"136","299","18","0","0"
"137","314","18","0","0"
"138","347","18","0","0"
"139","312","18","0","0"
"140","308","18","0","0"
"141","306","18","0","0"
"142","296","15","0","0"
"143","312","15","0","0"
"144","310","15","0","0"
"145","305","15","0","0"
"146","347","15","0","0"
"147","348","15","0","0"
"148","299","15","0","0"
"149","308","15","0","0"
"150","310","51","0","0"
"151","308","51","0","0"
"152","347","51","0","0"
"153","348","51","0","0"
